#{"t_start": 1785490810.5293012, "env_id": "Go2Locomotion-v0"}
r,l,t,episode_vx_rmse,episode_vy_rmse,episode_yaw_rmse,episode_mean_vx,episode_mean_vy,episode_mean_yaw_rate,episode_action_saturation,episode_torque_sq,termination_code
-80.004628,1000,8.469183,0.501507864851165,0.020325647335016146,0.08534853432300334,-0.0009283669077013067,0.00022307653921896915,-0.00045735319465383935,0.0,174.27327966373394,0.0
-72.733653,1000,10.965868,0.5008767932764587,0.0227110235723345,0.07887043077696201,-0.00015235466727519376,-0.000798998779544224,0.0004665256248702471,0.0,159.44203848482442,0.0
-68.859127,1000,13.501549,0.49914497562802546,0.022018183421536087,0.07684930477512072,0.0014491889578039712,-6.0991846008851454e-05,-0.0009095829680094512,0.0,151.6951607635298,0.0
-66.758849,1000,15.984884,0.4979008266624009,0.020507579035012206,0.07399662725751398,0.0026098796503556004,-0.00085037158575867,-0.00010175270743260734,0.0,153.2403994994104,0.0
-52.303861,1000,18.484534,0.4934354604567785,0.01879130364501936,0.0666995832276764,0.007092254985965531,-0.0007461394298308242,-6.412821371222855e-06,0.00025,164.35203773015488,0.0
-30.35522,585,19.914407,0.4828513969026781,0.019828814283620964,0.0683242902081796,0.018259340813363563,-0.0042176479011285396,0.000539396357992738,0.001282051282051282,191.1923671934385,1.0
-18.80842,397,20.92287,0.4756295483375084,0.01823278565999589,0.07022768792126545,0.026104553521994003,-0.005453973126984343,0.00030929961863504886,0.003778337531486145,196.82378669930145,1.0
-9.665404,203,21.431946,0.45497610132108807,0.019735897124459195,0.06561656724365733,0.0486624332497189,-0.003807730071734515,-0.0032080182467120353,0.0049261083743842365,211.32179068779448,1.0
-15.95126,313,22.219002,0.4710460230539711,0.020788533263399786,0.06704517546298261,0.03131641501078482,-0.007024530888083582,0.0017789816385599903,0.010649627263045797,206.89038714563426,1.0
-7.366306,113,22.497734,0.42870276058474355,0.017624462417495133,0.07231574894160726,0.07659243191968242,-0.00704543200693736,-0.0046405179139441585,0.014011799410029497,206.99874003878043,1.0
-12.390429,198,22.995889,0.4603107253137302,0.019694890967338424,0.06679855638667362,0.04244403564572752,-0.01119051629206301,-0.010343073007542912,0.013888888888888892,203.5588774399838,1.0
-12.902709,239,23.606351,0.46523019732904647,0.020721719762839933,0.06332387703423499,0.03823621862312896,-0.007438071459342102,-0.0077192656485803495,0.023012552301255214,206.00063376670047,1.0
-7.677684,135,23.962387,0.43881347998025494,0.025980770246475406,0.06231904840331714,0.06731872910694772,-0.007761132492904433,0.005787648668863432,0.02654320987654322,217.46301741890537,1.0
-13.115069,243,24.579443,0.4646184796259443,0.01683332241314071,0.07106662022225547,0.03840834514784589,-0.004156341513448345,0.006822998018860791,0.029149519890260604,202.5650395838745,1.0
-9.010491,104,24.837721,0.43447338057630264,0.019302788674966088,0.04989964661748132,0.07119559740681211,-0.01066336948440345,-0.003174287112231321,0.03846153846153848,206.0229903740416,1.0
-10.163576,139,25.181387,0.4491846915147555,0.022286653918012232,0.05437311124543937,0.05565237247473945,-0.015424271001747819,0.0022620312397226834,0.03717026378896881,210.99369972001028,1.0
-3.162523,49,25.314155,0.33322754660070936,0.022587607868387566,0.1256725290438846,0.17982926592937898,-0.007122407361296633,-0.03790424463641277,0.040816326530612235,199.4049375342614,1.0
-8.491418,120,25.618648,0.43478029572500554,0.028882312340140773,0.06827600990730859,0.0717047716948359,-0.016332646074510824,0.00019142415538844776,0.04513888888888889,209.93961707088727,1.0
-10.406857,136,25.976467,0.444980115914999,0.03135564267216907,0.06964896980370525,0.061034896290177505,-0.0126746870090481,0.002075483120725648,0.0386029411764706,216.6757825718548,1.0
-11.923009,143,26.317658,0.4511451101774129,0.02246873359742583,0.06278230489668173,0.053748398045563694,-0.014631495121612607,-0.004422723271465875,0.05419580419580416,208.5319244519578,1.0
-7.878135,120,26.630499,0.4354488276029317,0.01811712237172966,0.08040942462316962,0.07202468242682687,-0.007474329155182844,0.006003125969451702,0.04861111111111109,212.6657408231907,1.0
-10.127684,150,26.998879,0.44912457527110816,0.020394180946326276,0.07514810854198926,0.05502741988786339,-0.015441113177749329,-0.015117687771981166,0.05277777777777776,210.07188141886257,1.0
-7.537364,99,27.263834,0.42299779721100783,0.024002327177078318,0.07802619903512224,0.08335144446125592,-0.018402270073406165,0.001424540307428846,0.07154882154882149,210.9068700139632,1.0
-10.051312,141,27.622197,0.4487637110781303,0.027735010801216833,0.06986372988374256,0.05602426259699936,-0.019549379307681546,-0.005507275928458026,0.07446808510638298,214.86965376820206,1.0
-8.49922,52,27.748849,0.36791007513617086,0.04618748758700052,0.13001808059362402,0.14494067954181078,-0.030201932163289504,-0.031877467911765454,0.06410256410256412,202.82412454895717,1.0
-11.917076,160,28.286752,0.45702802938275894,0.02046308819893683,0.05885876058674772,0.048106388472081416,-0.006161310089331301,0.0058999498261734454,0.08125000000000002,209.22361168258394,1.0
-10.287365,132,28.631829,0.44613911019050356,0.02957501053672231,0.07708563778167525,0.061048555592386686,-2.6145076585418103e-05,-0.004072357425393096,0.07133838383838384,221.28309639863204,1.0
-8.545835,77,28.816603,0.4067911007713495,0.04560474833965808,0.08020216015421062,0.10063396367500792,-0.03877361015629635,-0.005794694109962635,0.07683982683982679,207.53988098364826,1.0
-8.624147,56,28.950775,0.381698030933669,0.05418522494481817,0.09075593989474372,0.12972196374556075,-0.04325084012837911,-0.011222090701444089,0.08482142857142858,196.07567035927633,1.0
