#{"t_start": 1785488350.6912196, "env_id": "Go2Locomotion-v0"}
r,l,t,episode_vx_rmse,episode_vy_rmse,episode_yaw_rmse,episode_mean_vx,episode_mean_vy,episode_mean_yaw_rate,episode_action_saturation,episode_torque_sq,termination_code
-412.658606,1000,11.329175,0.5013357930000965,0.022320472539397562,0.07637793552802806,-0.0006099944614808892,0.00024805577428212974,0.0005059920917699618,0.0,167.58676937436954,0.0
-418.066581,1000,14.996617,0.5001250084900587,0.01992403250953913,0.07826848388182561,0.0004758444379664101,7.620657367904975e-05,0.0006339923927023552,0.0,162.5948776370933,0.0
-388.46978,1000,18.520355,0.49554096527281194,0.017613020756530696,0.06516920728597657,0.00491937645916524,0.0004235176620834363,8.604980774994273e-05,0.0,151.97888924714354,0.0
-247.411756,672,20.91414,0.483879430061839,0.020268023785250985,0.06298620518556139,0.017276822650304273,-0.005934500182910092,0.0015188344134818628,0.000496031746031746,176.52677535196577,1.0
-72.336263,236,21.745009,0.4548476817133438,0.017020585229820834,0.07047355471731173,0.049414856724932385,0.005228248157324344,-0.0004620606759325707,0.004590395480225988,188.80312479913505,1.0
-51.201229,173,22.355704,0.43833433095126983,0.02388277638336217,0.06796599511904079,0.06658353132382336,-0.010734867116917696,-0.01472267551765882,0.006262042389210019,194.09351046978333,1.0
-23.911441,84,22.662978,0.38345920354391905,0.053327022189814235,0.08926710582170345,0.12179264774146015,-0.046464098066013676,-0.025641272191547944,0.00496031746031746,205.06319748168903,1.0
-30.829985,115,23.078638,0.41134735559013236,0.03247989993487318,0.08436671555188126,0.09481523271824095,-0.02609845198256287,-0.028327533703091434,0.005797101449275362,199.18606505578535,1.0
-19.307777,79,23.356939,0.3764327871028499,0.017478889820157266,0.09420589680808736,0.13169003862268955,-0.012944428696546561,-0.03275157282750675,0.0073839662447257376,191.68836077149766,1.0
-20.377732,82,23.644308,0.3777418355992444,0.023952028931511226,0.07613436726087618,0.12846328307356072,-0.02013751197778347,-0.02546543580158206,0.01016260162601626,201.78328529148192,1.0
