#{"t_start": 1785336309.351956, "env_id": "Go2Locomotion-v0"}
r,l,t
223.857943,910,21.709507
141.845075,162,22.776929
145.575851,1000,40.731817
239.118075,790,45.803119
1070.588336,1000,51.98741
-24.016024,12,52.056586
180.154213,339,62.179116
82.388609,395,64.653
647.654145,574,68.13829
309.886275,1000,85.215332
200.895491,747,89.612135
252.839176,1000,95.638878
1024.517968,1000,113.264852
370.036091,1000,119.063082
725.500501,1000,128.580555
1009.070127,1000,134.258267
267.610387,534,148.7475
79.207417,459,151.351562
525.018699,1000,157.077052
104.892032,125,157.831568
752.345745,1000,175.000728
36.505885,87,175.507026
60.725058,317,177.367591
67.688219,128,178.147213
181.189308,1000,195.654007
203.937002,226,197.02852
748.211304,724,201.310327
23.610439,63,201.664732
217.797831,194,202.789539
529.76734,620,206.456528
262.766631,1000,223.620188
629.288959,514,226.606152
412.524895,1000,244.033874
636.725233,1000,249.757035
375.738982,1000,266.821124
893.074222,1000,272.628339
254.147122,1000,289.785929
1354.412495,1000,295.42524
219.081284,1000,312.711995
388.717302,1000,318.228052
379.612897,1000,335.276464
1143.076228,1000,340.404527
723.166883,1000,356.866126
580.226339,1000,361.706358
712.958656,1000,378.18941
559.21883,1000,383.402784
502.620284,1000,400.689723
400.046723,1000,405.964588
1229.825864,1000,422.543793
444.17072,1000,427.507128
458.879573,1000,443.802353
1143.804225,1000,448.676178
490.979072,1000,453.60932
1047.594373,1000,469.796235
985.589199,1000,474.707975
841.825728,1000,491.140508
1235.156319,1000,496.029811
333.992156,1000,512.304238
563.871989,1000,517.094416
374.660404,1000,533.511206
422.642591,1000,538.476406
573.650124,1000,554.88007
1085.273728,1000,559.783227
418.567913,1000,576.222443
519.534337,1000,580.948658
950.751306,1000,597.431312
1429.5179,1000,602.246899
768.590689,1000,618.754795
527.221235,1000,623.665822
435.867083,1000,640.201957
323.778621,1000,645.146683
428.82453,1000,661.742326
624.471981,1000,666.774061
683.884114,1000,683.402068
690.451971,1000,688.296815
1001.747715,1000,704.834316
544.318183,1000,709.800653
542.431976,1000,726.291258
446.719183,1000,731.229609
1102.310895,1000,747.374109
1065.9752,1000,752.177408
724.318363,1000,768.691469
1188.268254,1000,773.686512
592.871516,1000,790.08214
911.589476,1000,795.099335
568.741299,1000,811.513211
341.095882,1000,816.465205
212.329668,1000,832.856194
386.659196,1000,838.065274
1306.095004,1000,854.714153
1001.567781,1000,859.925275
576.603693,1000,876.499766
352.458494,1000,881.58148
771.146818,1000,886.348458
466.470225,1000,903.049753
1373.631424,1000,907.82934
782.946668,1000,924.08344
804.559521,1000,928.967092
1129.915168,1000,945.543466
378.266456,1000,950.693109
920.497589,753,966.25215
503.233121,1000,971.567262
502.164729,1000,988.466304
697.308259,1000,993.292524
550.210868,1000,1009.696461
920.219244,1000,1014.598124
301.715519,1000,1031.145543
463.166591,1000,1036.005042
448.757762,1000,1052.762416
438.518465,1000,1057.641611
1023.269176,1000,1074.336223
825.912696,1000,1079.371817
229.269127,1000,1095.887051
668.360279,1000,1100.754325
1080.466075,1000,1117.427388
473.646397,1000,1122.479631
544.049806,1000,1138.891481
898.375121,1000,1144.0234
471.712848,1000,1160.423394
797.510595,1000,1165.241246
892.439509,1000,1181.470309
374.485478,1000,1186.22521
1036.659121,1000,1202.430917
915.741988,1000,1207.390174
535.229893,1000,1223.738279
615.519214,1000,1228.562148
320.010641,1000,1233.53538
1083.441246,1000,1249.828466
922.443767,1000,1254.56612
1169.798333,1000,1270.818462
673.926965,1000,1275.540696
863.947955,1000,1291.72848
1045.268059,1000,1296.542016
1204.294148,1000,1313.390898
203.075524,424,1315.689873
1243.77349,1000,1332.690251
492.858036,1000,1337.970923
448.148298,1000,1354.566197
940.305277,1000,1359.388248
500.062301,1000,1375.769565
392.429596,1000,1380.617811
1041.952912,1000,1397.132636
262.228518,1000,1401.850563
