#{"t_start": 1785167208.7505054, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-81.197509,133,0.67502
-303.338586,122,0.761749
-452.37349,104,0.838114
-160.803737,103,0.923895
-454.741325,84,0.994282
-354.112306,96,1.081038
-133.105808,109,1.166863
-44.514983,73,1.232519
-297.370455,91,1.30078
-185.802978,84,1.359105
-97.757487,117,1.447659
-217.215521,108,1.518882
-209.288638,80,3.806602
-369.781146,247,12.443229
-190.213116,158,18.211089
-71.292849,192,25.206167
-209.613417,416,40.528506
-231.443562,566,61.98668
-58.941332,214,69.298857
-63.988851,207,77.012631
142.139499,477,95.933411
-158.374751,295,107.012726
-88.451856,1000,147.816489
-64.62134,1000,184.428916
-69.326743,1000,224.35346
-18.597117,1000,264.453503
-43.703493,1000,305.384287
-15.193968,1000,345.105419
-5.911824,1000,382.55869
-79.14053,1000,423.24882
-46.54695,1000,463.817931
-13.595958,1000,503.634262
-45.174376,1000,544.521318
-0.532214,1000,580.685492
36.323026,975,620.327762
0.426676,1000,659.865447
-37.669892,1000,699.412314
-33.615998,1000,740.243106
-7.736562,1000,777.73223
-51.735391,1000,817.490648
-23.642117,1000,857.748219
-84.759065,1000,898.549048
-54.871047,1000,939.066156
-61.350036,1000,976.214301
-13.316468,1000,1016.897054
-39.545627,1000,1057.440323
-129.981806,763,1089.167192
188.967328,497,1107.580984
116.773653,845,1142.433296
-79.674344,1000,1179.439521
180.503494,785,1210.249457
-18.168325,1000,1250.444192
-23.577876,1000,1290.925754
-27.995384,1000,1328.220515
13.28245,1000,1368.953726
-54.734437,1000,1409.431756
16.657412,1000,1448.086613
8.877751,1000,1488.011369
-46.522824,1000,1525.50031
-27.522041,1000,1566.308302
-59.544388,1000,1606.779392
-48.047715,1000,1645.30436
-37.416915,1000,1684.48255
-12.665936,1000,1721.337
-28.742318,1000,1761.298448
-63.771181,1000,1801.845343
-39.167614,1000,1842.551458
-34.509023,1000,1882.013413
-38.320556,1000,1919.316439
-48.262647,1000,1960.049284
-33.757391,1000,1999.016182
-67.410717,1000,2039.814507
-6.021146,1000,2079.279813
-6.862802,1000,2115.729962
-55.508667,1000,2156.50145
-19.018753,1000,2197.32243
-59.456966,1000,2237.706748
-52.915229,1000,2278.60568
-20.039258,1000,2314.713629
-38.101087,1000,2355.323232
0.628885,1000,2396.198863
