#{"t_start": 1784571096.189423, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-96.672152,89,1.586316
-291.939048,140,1.693749
-261.988478,95,1.772462
-271.455096,102,1.844698
-11.886719,89,1.913512
-65.351971,98,1.999233
-116.138795,75,2.057543
-391.683291,90,2.115473
-56.971494,96,2.190262
-192.357816,113,2.274374
-53.204556,79,2.327415
-80.750467,74,2.391154
-43.309579,94,2.461759
-58.948356,1000,38.616513
-98.321827,1000,77.204581
-296.687948,519,98.114216
-55.594963,1000,134.309901
-5.332111,282,147.172641
-64.743687,1000,183.642295
-44.01038,1000,218.995188
2.931681,1000,258.768426
216.320739,360,272.021838
249.542172,275,282.171842
-29.646469,1000,319.853093
-2.4366,110,323.823841
18.256761,100,327.250687
-103.44855,127,332.786037
-48.84244,141,337.980924
235.389209,312,349.406454
302.787356,289,359.672477
208.321443,528,381.079055
262.669049,227,389.375322
266.859727,381,403.296009
261.365077,363,415.993898
23.026662,127,420.571863
-179.633573,107,424.304546
-174.933766,140,430.430852
260.03653,227,438.860729
285.20133,239,447.662715
235.715646,283,458.135245
160.248966,460,476.216517
280.779263,265,485.928482
258.780871,206,493.547017
202.357005,250,502.677307
237.019803,416,517.918533
276.893495,218,527.403249
26.830781,121,531.841748
275.330038,171,538.196107
-186.216581,138,543.339571
-43.999574,1000,581.272518
-299.474987,270,591.265546
292.701672,219,599.28784
271.433283,218,607.039284
246.458961,194,615.883467
177.123114,859,646.768542
297.557518,155,652.159436
147.094668,938,687.35362
18.596097,165,693.413996
-5.425598,109,697.36573
27.035707,123,701.882042
206.344764,379,717.242768
191.084854,450,733.896179
268.256451,334,746.290737
287.415876,178,752.902989
269.661502,177,760.457253
238.02681,300,771.426987
273.805396,275,781.464972
-28.498163,153,787.146536
248.7379,456,804.798295
287.973709,192,811.88838
-41.89471,124,816.35618
283.225903,187,823.18443
303.77449,211,830.891711
306.362849,172,837.122867
253.730255,230,845.598919
267.139605,310,857.66849
273.769455,174,864.050741
265.228503,297,875.020715
257.546929,616,898.298108
272.122252,166,904.450679
283.435794,159,910.321044
247.521524,175,916.72953
270.120678,341,929.275055
287.637802,243,938.227047
314.919125,202,946.63966
295.66981,242,955.575908
32.717179,107,959.536254
256.740501,176,966.016954
270.528439,277,976.17059
263.330101,192,983.292936
299.887152,221,992.074609
295.737276,226,999.811596
284.237107,157,1005.199869
288.191934,223,1013.133011
276.054146,193,1020.208739
297.571986,166,1026.319103
288.491264,176,1032.836798
296.662891,219,1041.447352
275.472395,193,1048.559909
285.19694,164,1054.604288
306.611963,218,1062.557358
257.899403,182,1069.203178
282.998983,263,1078.748928
258.373621,206,1086.715205
303.017136,192,1093.606459
274.712766,252,1102.909399
283.446832,250,1112.170273
251.74078,177,1118.634904
292.085482,209,1126.302729
254.1164,167,1133.108889
293.726472,210,1140.821325
285.480127,156,1146.57777
281.241659,200,1153.918803
272.208731,410,1168.953829
259.723076,191,1176.609801
296.950348,171,1182.828688
259.411343,166,1188.969388
272.704552,200,1196.32144
300.929014,194,1203.468322
272.505396,202,1211.070301
294.555921,168,1217.248622
276.258518,172,1224.173295
110.811168,1000,1261.00068
