#{"t_start": 1784573883.6796043, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-78.084785,94,1.715005
-131.538546,105,1.791328
-318.072104,120,1.880177
-128.405856,93,1.946803
-136.695286,78,1.999232
-105.401453,79,2.049994
-71.064894,162,2.163261
-92.868653,112,2.239779
-67.786546,107,2.31673
-236.984273,100,2.387879
-256.951223,93,2.456584
-255.257758,120,3.150531
-168.501705,158,4.063511
-225.689225,128,4.87118
-342.019415,259,6.604188
-92.288207,224,8.094643
-44.829377,1000,18.166773
-85.821428,1000,28.263955
-129.709164,1000,38.211941
-14.143676,1000,45.116194
-34.352446,1000,55.233478
-124.215206,887,64.645607
-27.185861,1000,74.751903
-11.841834,1000,81.556974
-32.97821,1000,91.668606
277.800201,150,92.767061
-2.019594,1000,102.982356
278.131283,378,105.502603
-28.121839,1000,114.491214
-29.21332,1000,122.825259
244.969984,357,125.254591
299.062366,379,129.156455
-55.946443,1000,135.971721
-135.579601,171,138.180066
-242.79348,632,142.527145
253.544816,230,144.105217
-3.056276,1000,153.095285
249.014195,182,154.34582
204.712932,204,155.811763
-19.816743,247,158.567874
268.731195,404,161.380605
-37.590473,124,162.234653
12.762098,135,163.1688
285.129734,401,165.993963
248.427503,200,168.690902
276.102868,244,170.385484
303.589302,194,171.682641
200.969982,350,174.135989
29.737418,177,175.324096
231.043786,489,180.444381
290.920786,293,182.466835
194.830926,542,186.269652
-12.916329,1000,194.999581
0.786276,1000,203.999337
37.379331,120,204.839766
-7.641165,146,205.814767
-8.853293,1000,214.370198
-62.556661,1000,223.281976
-17.89953,1000,232.142559
269.773798,257,233.967613
37.886633,1000,241.945573
266.875498,205,243.376777
295.329804,253,245.127596
279.233692,269,247.000723
266.051005,180,248.259472
242.132897,519,252.956517
213.053017,981,260.788604
275.551198,197,262.127512
269.951733,215,263.627252
283.793377,197,264.982434
267.00393,442,268.060702
293.477673,177,270.500556
290.467526,170,271.652886
263.939386,153,272.694479
299.185037,218,274.231555
237.663073,228,275.794607
276.127919,214,277.323004
289.001987,262,279.997498
313.708021,244,281.63177
253.650622,187,282.897236
256.090475,188,284.193376
-21.0389,1000,292.164384
291.143715,164,293.290764
259.868103,181,294.570242
280.63325,254,296.324061
257.945879,339,299.716338
270.268123,354,302.152482
238.822691,152,303.201286
228.429422,225,304.738434
300.217553,158,305.877013
192.8985,512,310.118896
271.94644,155,311.210113
281.616638,171,312.368742
236.154146,176,313.61869
273.783236,350,316.112245
266.347374,205,318.641521
218.261107,889,324.946686
219.669929,388,328.318426
298.691178,314,330.524195
242.552387,196,331.927643
280.397493,172,333.167849
250.409838,255,334.908229
238.932491,152,335.927577
276.84183,157,337.884955
281.866891,148,338.964647
287.968724,205,340.383579
265.483795,179,341.659873
281.883638,366,344.21288
299.961803,317,347.138187
294.863423,208,348.651969
196.62259,460,351.827339
234.581208,176,353.057736
285.844377,288,355.081384
239.842656,267,357.756849
243.89485,185,359.01656
231.277455,280,360.986061
285.268244,270,362.837678
257.853533,201,364.263341
-56.839421,1000,371.943948
-14.921709,1000,379.821774
280.634971,152,380.87107
297.314362,263,382.697595
267.248043,171,383.871776
261.763233,165,385.787436
202.966873,230,387.422321
229.052401,191,388.731158
267.391704,228,390.346069
303.310223,229,391.954477
274.639055,212,393.395125
288.382366,195,395.713288
240.820722,272,397.594862
233.257561,243,399.345988
265.807103,181,400.606848
280.296145,198,401.96489
260.755111,238,404.790867
270.957366,207,406.22157
212.121513,210,407.699343
7.091186,141,408.70805
282.338201,215,410.202271
271.803449,256,411.983765
267.452483,233,414.590537
219.435058,231,416.182325
249.349536,202,417.595685
234.467486,232,419.24068
79.691639,1000,427.355314
93.599135,1000,435.069724
235.210716,186,436.353807
285.32369,273,438.14808
91.376837,1000,446.304254
254.866669,201,447.655228
271.980274,241,449.294653
182.728831,305,451.456765
252.972107,185,453.62818
259.879066,229,455.175985
257.678216,214,456.647441
255.597793,212,458.108461
229.112345,254,459.899445
-136.522793,259,462.706619
222.882626,226,464.257526
275.142939,221,465.749565
279.749195,230,467.32106
249.148582,327,469.570557
270.333686,241,472.150736
262.126614,218,473.716277
24.484357,144,474.670871
253.297231,220,476.21763
213.992785,465,479.454996
36.01856,1000,487.307567
244.52466,203,488.707747
239.994428,177,489.961752
271.405642,168,492.27566
279.277428,220,493.795544
291.717232,246,495.568283
284.936732,321,497.832713
263.587278,232,499.420936
