#{"t_start": 1785159733.9257903, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-228.491012,140,1.566114
-188.813517,126,1.784704
-285.652639,93,1.937019
-165.313999,146,2.171175
-505.476137,96,2.325506
-64.082196,128,2.537972
-92.483643,81,2.679857
-77.120375,74,2.808628
-160.29952,103,2.979223
-352.397873,91,5.106179
-10.849891,1000,8.892383
-337.353354,148,9.15146
-94.788114,93,9.318606
-49.924668,110,9.50313
-215.731582,130,9.723674
-92.270734,77,9.862291
-29.522488,88,10.011353
-15.304945,131,10.243767
-20.647009,111,10.439665
-132.399464,108,12.354938
-96.831553,145,12.610104
-94.549903,104,12.789237
-183.919185,132,13.01988
-236.802074,204,13.364372
-111.006817,145,13.614599
-95.9279,80,13.752824
-187.077446,205,14.109864
-94.304498,142,16.306794
-82.331792,78,16.440648
-1.362552,85,16.59505
-123.181878,76,16.722151
-36.135861,87,16.872792
-126.794205,171,17.175052
-156.570976,151,17.429664
-57.544028,87,17.584948
-285.972888,134,17.814909
-18.982286,161,19.72951
-53.68198,145,19.983737
-53.802071,87,20.131409
-46.749153,121,20.349387
25.767328,155,20.615455
-109.921531,177,20.930606
-67.716753,131,21.157827
-80.523578,146,23.417199
-100.362641,109,23.607434
-119.714322,126,23.830082
-43.808639,93,23.985863
-9.216912,135,24.223899
-88.785548,119,24.428826
-78.98832,200,24.779919
-22.124025,146,25.045511
-56.44,138,27.151238
-4.656618,83,27.289509
-9.030393,160,27.560269
-1.203445,119,27.764994
-16.513088,169,28.057317
-36.799742,139,28.288048
-32.765695,108,28.476008
-120.278033,112,28.672591
-26.905601,132,31.125724
-6.645252,145,31.396599
-9.511573,122,31.606391
-67.183532,111,31.797024
-51.202067,115,31.996034
-28.479974,122,32.211354
-48.225528,75,32.344689
1.135806,90,32.499748
-76.271055,156,34.613509
9.181178,99,34.789824
-32.766711,140,35.03258
15.305784,102,35.212725
-16.359955,86,35.367515
-61.271471,118,35.569434
0.269423,158,35.847341
-28.529956,105,36.038357
-91.242119,130,36.260376
-46.561577,117,38.465451
-4.812878,169,38.750433
10.71733,128,38.966598
36.707613,1000,42.368276
15.323511,105,42.554974
-4.664337,139,42.801368
-20.307587,116,43.000251
-42.178104,122,43.207453
9.47099,149,43.465083
9.991243,94,45.956853
0.177916,134,46.192249
23.338896,181,46.497082
-10.212557,1000,50.068938
-3.885289,149,50.329066
35.307164,189,50.650068
9.033112,140,50.89816
-157.820318,297,54.202824
-12.076335,153,54.461154
2.088633,101,54.63643
36.597634,1000,58.173867
21.509792,158,58.451835
-16.532634,97,58.623467
-24.877824,124,58.833616
-9.145695,113,59.025819
6.017453,130,59.240241
-0.522484,146,62.13104
-294.4999,786,63.511731
34.503578,1000,67.142737
33.563797,207,67.488771
30.883225,146,70.342811
61.432171,153,70.61384
-10.883927,132,70.841371
78.297029,1000,74.40941
-2.481328,144,74.668501
-1.166759,1000,78.955003
-17.455258,1000,82.573648
44.433142,181,82.885887
2.407327,189,83.212102
40.458881,1000,87.621341
62.803775,1000,91.111835
43.791004,200,91.455805
110.969009,1000,95.805757
66.532228,1000,99.364578
14.27398,1000,103.544385
133.92035,1000,106.982589
146.616191,1000,111.349862
103.655843,1000,114.807336
105.254417,1000,119.250969
100.606032,1000,122.582824
121.941432,1000,126.852733
112.625742,1000,130.20252
157.149504,1000,134.725188
156.620527,1000,138.327871
129.899621,1000,142.77072
117.306999,1000,146.129376
122.675568,1000,150.598765
150.725519,1000,154.183048
145.03119,1000,158.432019
124.941327,1000,162.039125
131.331296,1000,166.442243
150.877574,1000,170.047215
176.302817,1000,174.50213
161.787258,1000,178.085311
110.070666,1000,182.565927
137.262406,1000,186.162437
128.59893,1000,190.699548
107.612925,1000,194.068955
130.067109,1000,198.549911
146.171472,1000,202.11416
135.556048,1000,206.444526
103.658018,1000,209.8378
137.248454,1000,214.158351
160.941649,1000,217.495409
114.235862,1000,221.817793
135.001781,1000,225.274225
138.656045,1000,229.709102
141.597829,1000,233.057241
174.859063,1000,237.392979
97.364002,1000,240.970033
129.131132,1000,245.398774
152.457257,1000,248.96674
