#{"t_start": 1785161635.8914328, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-93.789876,77,1.244475
-237.881965,98,1.413658
-410.992427,97,1.591612
-534.633448,157,1.86889
-76.591005,92,2.028423
-84.1725,96,2.204638
-79.465563,109,2.395969
-465.135235,111,2.582585
-416.117436,76,2.707039
-53.98311,124,4.82361
-80.46964,95,5.000338
-269.064248,157,5.266028
-204.064381,86,5.419325
-65.645928,70,5.54152
-144.053361,97,5.719504
-195.383847,131,5.949353
-441.39557,90,6.101239
-266.41806,148,6.356043
-216.80241,224,8.62028
-50.371703,91,8.793822
-62.835075,72,8.923622
-41.870847,185,9.256334
-287.367428,162,9.55133
-80.54126,69,9.6775
-270.978605,111,9.87936
-179.107021,115,10.080858
-81.738669,79,10.22049
-112.665333,144,12.234389
-48.283887,113,12.436374
-288.148278,131,12.667166
-4.381228,81,12.807982
-181.58734,92,12.971456
-49.061725,102,13.144898
-40.761449,81,13.289199
-95.81847,84,13.439324
-71.848058,158,13.720921
-123.61193,143,15.891856
-29.821886,148,16.154273
-101.460497,81,16.298655
-86.237787,162,16.596551
-201.822624,103,16.779636
-104.431022,172,17.065925
-60.971147,89,17.227163
-57.724799,108,17.41927
-72.673288,148,19.357555
-16.393706,375,19.989009
-114.735645,212,20.350337
-63.766878,156,20.621655
-23.144055,134,20.849358
-64.685882,83,20.986329
-93.002972,91,23.110113
-57.579431,134,23.343567
-33.715079,241,23.783282
-210.596368,122,23.995435
-83.063189,132,24.240811
-18.505184,83,24.388994
-91.186644,164,24.684426
-80.207723,85,26.589259
-41.287189,141,26.83919
-161.110728,144,27.103061
-67.318469,124,27.32269
-3.361512,140,27.572712
-9.99607,119,27.777721
-34.882616,350,28.393792
-66.338084,99,30.662621
-97.193902,78,30.810499
-101.51392,141,31.064955
-58.673783,134,31.300459
-9.509673,76,31.432606
-25.387543,112,31.640265
-120.004638,120,31.85184
-64.840716,92,32.015255
-46.639953,166,32.32649
-19.75803,147,34.450798
-69.968241,89,34.61238
-24.230649,100,34.797759
5.089856,91,34.962909
-60.048312,131,35.196857
-32.013738,101,35.376475
-29.870767,164,35.66549
-39.71335,104,35.840472
-40.11719,116,38.267745
-55.483773,120,38.484604
-28.389932,104,38.66699
-48.544351,149,38.942789
-23.097676,98,39.111774
-63.2498,104,39.297531
23.119094,175,39.620526
-50.058218,84,39.781534
-21.216008,94,39.944773
-34.793917,128,41.961688
-29.577411,141,42.215962
-6.807281,102,42.407467
-35.292643,118,42.610533
-64.669572,88,42.765403
34.794894,117,42.971435
-12.497357,134,43.207608
-3.940101,115,43.410861
-51.209991,116,43.623344
-41.680098,128,45.935928
26.328747,118,46.14366
-40.153573,150,46.399984
8.230018,113,46.598768
33.041264,1000,50.150519
-37.807966,109,50.349152
-30.231484,100,50.519423
-79.364392,180,50.843371
-7.95263,123,51.064376
20.284896,182,53.492109
33.229669,136,53.733391
-82.569239,133,53.97331
-15.199593,151,54.241352
12.740012,155,54.526605
-190.583083,352,56.857338
5.302097,94,57.021252
-17.018484,81,57.164143
15.015408,155,57.43709
80.366579,1000,61.466892
15.415958,157,61.750854
3.386054,114,61.955367
-9.322325,132,62.184613
31.069149,145,62.43893
36.355436,96,62.605932
47.847862,164,64.750501
10.87749,132,64.99489
45.415838,125,65.211766
-8.540088,155,65.483783
-34.540742,155,65.762048
53.466946,158,66.058781
8.586214,119,66.270788
61.366574,1000,70.728742
19.49011,124,72.711352
62.229332,1000,74.502274
-49.692042,152,77.176815
-52.141236,140,77.419971
-166.859354,242,77.860521
48.191445,127,78.097647
81.118497,1000,81.76252
101.044632,1000,86.298209
48.292003,123,86.518467
122.504919,1000,90.163623
121.767552,1000,94.372771
86.702439,1000,98.080079
40.204846,190,98.418552
118.157867,1000,102.91398
-7.134779,1000,106.366168
45.583102,216,106.754316
134.054605,1000,111.45809
150.514747,1000,114.906721
-73.130919,222,117.799123
19.21246,197,118.149576
131.354064,1000,121.800497
10.714395,243,122.240147
14.180135,184,122.560852
114.351357,1000,126.817072
15.176351,213,127.192275
23.22909,143,129.105631
156.090062,1000,133.476792
7.53733,165,133.771312
66.583579,165,134.048465
50.977869,147,134.311534
122.738574,1000,137.814521
108.595525,1000,142.441415
98.243136,1000,145.909363
119.136671,1000,150.520518
104.01912,1000,153.973171
103.249236,1000,158.312585
82.746537,1000,161.996488
-11.418795,226,162.390451
-11.540302,153,162.654378
76.397115,1000,167.366647
108.728737,1000,170.977415
34.660036,234,171.399844
135.002029,1000,176.169371
104.44671,1000,179.63256
134.801762,1000,184.575387
120.051482,1000,188.101207
-108.246918,352,191.461661
149.972974,1000,195.034859
134.341822,1000,199.572458
-11.553595,203,199.924887
119.374086,1000,203.629668
112.9638,1000,208.120587
158.889675,1000,211.570016
143.50082,1000,215.891686
21.904012,138,216.13844
177.716378,1000,219.605414
-16.272973,122,219.82678
129.163889,1000,224.191357
27.847781,148,224.4506
195.412938,1000,228.087986
19.247804,156,228.362316
40.286351,214,228.736185
133.483212,1000,233.191798
147.926012,1000,236.742657
125.976843,1000,241.537216
103.269039,1000,245.191836
164.236919,1000,251.38229
130.402937,1000,254.989917
