#{"t_start": 1785489108.4064848, "env_id": "Go2Locomotion-v0"}
r,l,t,episode_vx_rmse,episode_vy_rmse,episode_yaw_rmse,episode_mean_vx,episode_mean_vy,episode_mean_yaw_rate,episode_action_saturation,episode_torque_sq,termination_code
-74.451007,1000,11.686428,0.5005962816737701,0.021052044510094577,0.08366348816192551,8.013160038081356e-05,-7.824890193141115e-05,-0.0003175682347088631,0.0,165.20793334017566,0.0
-66.449479,1000,15.152078,0.4978811551674712,0.0191465582889291,0.07446111116231142,0.0026202385111859542,0.00017031628858478278,-0.0022661869145705034,8.333333333333333e-05,151.75021141415073,0.0
-27.169539,602,17.218471,0.48126107759780046,0.01895481543541108,0.06748369057227784,0.019965090963505325,0.0037751252398313343,0.0012552638214001729,0.0004152823920265781,175.16619258881482,1.0
-16.292575,369,18.510431,0.47223485627719447,0.01767455147922725,0.06644983458126888,0.030048148742384883,0.0037797834961253557,-0.005993035679987971,0.0033875338753387527,189.49869908116452,1.0
-11.040657,230,19.37671,0.4595754717465888,0.024170564418485908,0.0778534383866551,0.04357514101378393,0.013238824460407018,0.002542245226517855,0.007608695652173913,196.8073239658669,1.0
-4.172342,138,19.908581,0.43181497047424555,0.023447726034374408,0.068382207377452,0.07439670275429446,-0.006277829210775337,-0.011943078662764024,0.016304347826086953,207.5257787512221,1.0
-2.9746,123,20.348944,0.4242624145810958,0.017624795803534238,0.06945677012910915,0.08246415908249251,0.004128127016027654,-0.01279447848457697,0.017615176151761513,204.9241880631335,1.0
-4.237804,125,20.790285,0.4274305938687701,0.01659959207375432,0.06333938875882879,0.079448748435424,0.0006718110430106941,-0.009564152101789307,0.01733333333333333,209.3650624776188,1.0
-2.639337,90,21.100739,0.3972521884786897,0.01577388469363786,0.08339552529005863,0.11124740658399569,0.0024651587476360354,-0.0163563189286908,0.02314814814814814,215.76871141738383,1.0
-4.630366,103,21.469623,0.4140929284005639,0.018341668945611542,0.08266855046476676,0.0931408842427271,0.007803373116936693,-0.021155341794408266,0.025889967637540454,204.19184237463492,1.0
-3.98127,92,21.792439,0.40431763136679816,0.02527496270072068,0.07990396590230676,0.10295325284655968,0.015223566104399282,-0.019006667635173242,0.025362318840579712,204.58834240890894,1.0
-5.647896,90,22.101841,0.406779867033001,0.01995061692722359,0.08085073552601117,0.10130072404081489,-0.0061249503754444825,0.005254622897448277,0.034259259259259274,209.75419928091227,1.0
