#{"t_start": 1785489108.3650742, "env_id": "Go2Locomotion-v0"}
r,l,t,episode_vx_rmse,episode_vy_rmse,episode_yaw_rmse,episode_mean_vx,episode_mean_vy,episode_mean_yaw_rate,episode_action_saturation,episode_torque_sq,termination_code
-73.647348,1000,11.728071,0.5005625180025514,0.021637312495278473,0.07708276958842195,5.60119398601203e-05,-5.62054838789035e-06,0.0004611518628863979,0.0,164.3060376198047,0.0
-64.024046,1000,15.193718,0.4972659393266039,0.019231847208337965,0.07562798665130037,0.0034754685918148235,-0.0002875488632160709,0.0010738350010040126,0.0,152.57001052192228,0.0
-26.60434,621,17.326679,0.48244738083506294,0.016196788416806163,0.05982470439046684,0.01902442294795636,0.0025740195821044587,-0.004467291017702632,0.00040257648953301127,177.7763365841044,1.0
-15.641559,400,18.72348,0.4741945718283013,0.019790859880339268,0.060376267602255076,0.028092449628298214,0.0035543862907041063,-0.004036517447008123,0.0031249999999999993,184.53021663079272,1.0
-7.39066,180,19.417944,0.4461502528162428,0.015690886657747198,0.07739317973804437,0.057777594466066826,0.0029797764641905423,0.005807778275654464,0.00648148148148148,198.7790633288462,1.0
-9.832674,220,20.235718,0.45730324005796325,0.014683905165956634,0.06905474430422874,0.04601504061472974,0.007506506395911453,-0.005897056568728402,0.014393939393939395,196.6562438977321,1.0
-8.536972,151,20.769377,0.4420404318155397,0.03256544698649368,0.07840316201691593,0.06315066926370477,0.019644207550676238,0.0021813701794968403,0.021523178807947026,207.08949645438884,1.0
-4.552635,102,21.132209,0.412850405069179,0.022336474765692053,0.07166847072878305,0.09309430558916272,0.015077684064796048,-0.00738102993255383,0.02859477124183007,205.6560290526573,1.0
-5.562634,148,21.65702,0.43762560049216565,0.015712382359891502,0.07679586793613342,0.0676066492988296,0.0005388246226255891,-0.008859190732237404,0.02815315315315316,201.71867202596889,1.0
-5.054223,138,22.136606,0.4333453005143331,0.016383771665809243,0.07379287003578666,0.07187261220927346,0.0011194880786862965,-0.017347901481146358,0.036835748792270515,200.96859320567634,1.0
-6.566288,107,22.517503,0.4215422468961811,0.034558418019526554,0.07639378045505082,0.0856992802632882,0.026506866180998852,-0.003635176799440078,0.03894080996884737,211.15418296064615,1.0
-5.528861,107,22.90748,0.42060853041401136,0.018857468370709177,0.07596052735764279,0.0865339715129014,0.010107335437825285,-0.00152549388647491,0.05218068535825545,206.14326367914305,1.0
-5.729413,82,23.19859,0.3934965385543849,0.031274331893426745,0.11905132309995688,0.11550109998532897,0.024186078588576767,-0.007050275654064781,0.05081300813008129,211.9037743437428,1.0
-2.832542,116,23.609041,0.418848890332223,0.012763291817933394,0.08197466863261091,0.08918276593346591,0.003041143529706991,-0.007842701261797343,0.059626436781609164,206.85966343001525,1.0
-4.655178,92,23.933139,0.40774013169178347,0.02029175494133672,0.07562764943227918,0.09939801665668066,-0.0058942102565313495,-0.017775068787382983,0.061594202898550686,209.39655142011605,1.0
-5.865077,130,24.399067,0.4309031207362353,0.02148522628465138,0.08333643223652414,0.0761327825121301,0.000600180768905264,-0.025215135002439746,0.0641025641025641,209.48711308330954,1.0
-3.417935,76,24.687449,0.3852949636977183,0.02433646478115724,0.08650353821315723,0.1237966878919946,0.0069986295406762045,-0.010116633842512162,0.06140350877192983,203.42347675734348,1.0
-4.060851,99,25.056474,0.41122905809554283,0.021554458052609436,0.08808695524037506,0.09642598388454177,0.018262225500681795,-0.0068275440568492255,0.05218855218855217,207.22222706123338,1.0
-6.554657,90,25.369261,0.4085867709847726,0.018054246119320924,0.08819207344463706,0.09920905745908916,0.011308414904623702,-0.02369854130657042,0.07129629629629627,210.1473138656221,1.0
-3.736599,57,25.579412,0.35245134798966393,0.017240632685395694,0.08603890306986241,0.15958842244424226,0.012247667934433498,-0.016982325173845306,0.055555555555555566,205.4367251925598,1.0
-5.867073,128,26.042065,0.43050431026296015,0.01262324378458128,0.0820237356151685,0.07531396653258725,-0.0035760256337102354,-0.026775122594861492,0.05273437499999997,202.19609422903642,1.0
-4.737076,78,26.329941,0.38627163868103,0.03213741029649564,0.10985452596658409,0.1224115716619021,0.021888271957715838,-0.04160922644492267,0.06837606837606834,210.35634199376435,1.0
-3.01598,61,26.536884,0.3584044175064921,0.02543862854936898,0.08066372953279523,0.1518301638242996,0.013278507899595945,-0.0328972859215925,0.05874316939890712,201.47310590177648,1.0
-1.921625,65,26.765952,0.35921305151313926,0.02374176336130848,0.08517931944538938,0.14999072383777493,-0.003997334727715451,-0.024518327565197017,0.06410256410256412,206.86997201197227,1.0
-3.906435,70,27.024383,0.3777700158989432,0.020722920617302684,0.08887662826631613,0.1303135144232142,0.003743096469317605,-0.04111443076215807,0.07023809523809525,201.06779339691366,1.0
-4.601326,91,27.352997,0.3999771837116102,0.011102471840534287,0.09526695365797254,0.10931639703948842,-0.000723336130660673,-0.04686577398175064,0.07234432234432234,209.2614506687071,1.0
