#{"t_start": 1785319032.4652307, "env_id": "Go2Locomotion-v0"}
r,l,t
1065.427076,1000,9.854564
1509.0234,1000,25.571552
1694.320534,1000,41.875437
1107.247557,1000,57.121125
1012.18491,1000,72.315708
1125.637056,1000,87.569159
1693.488811,1000,103.487079
1750.352755,1000,118.558757
1267.183547,1000,133.928378
1356.43534,1000,150.280647
2062.202949,1000,165.551871
658.073113,584,179.94004
170.464875,119,180.324322
163.839206,120,180.712035
242.819589,127,181.102191
136.156356,115,194.536349
133.32369,123,194.956074
206.801944,115,195.336983
134.748797,111,195.711778
194.817467,110,196.08436
117.96116,107,196.433175
154.726457,114,196.811083
122.080179,113,197.192202
201.398675,115,197.567697
108.55834,111,210.132832
941.823722,555,211.913662
117.155022,115,212.303473
207.12325,118,212.688722
208.610008,126,213.094995
156.399702,133,225.650361
739.069446,547,227.457918
117.306464,116,227.863051
146.38428,110,228.215815
231.71933,118,240.683455
138.511159,124,241.09828
173.606971,117,241.487688
126.090275,111,241.856003
114.086966,111,242.22834
118.974691,109,242.594599
139.512697,119,242.976461
132.339075,111,243.33869
166.410519,117,243.69899
171.081901,112,255.540076
174.035013,112,255.919904
199.245241,118,256.295278
228.686569,110,256.658272
123.987072,108,257.026884
225.576964,110,257.384717
149.264209,108,257.725191
203.635077,105,258.063559
109.466634,107,258.40696
204.674897,107,270.028923
140.47718,108,270.313088
218.869495,106,270.625214
153.452518,108,270.906345
168.905004,112,271.225771
106.095263,111,271.515072
181.141441,111,271.814685
170.117439,110,272.113143
193.005615,107,272.400322
236.990868,108,283.709922
132.401841,103,284.00143
135.254208,107,284.303084
100.038889,104,284.557368
124.782259,104,284.827106
174.006058,103,285.114178
173.031758,103,285.389672
176.992025,104,285.650624
103.909736,105,285.928412
139.328339,104,286.217253
171.186392,103,296.498173
198.140645,103,296.783871
148.565245,102,297.085087
194.031118,105,297.365646
197.197456,105,297.658713
100.8588,102,297.934944
181.904984,103,298.201177
117.760876,103,298.465829
169.34128,103,298.743732
115.635007,104,299.023091
135.137465,104,309.704904
119.036789,103,309.993383
174.429496,103,310.267354
125.246083,103,310.540098
147.661445,102,310.822986
98.212029,102,311.091437
153.425011,101,311.36153
131.870263,102,311.616751
131.803054,101,311.896789
176.641546,102,321.769807
139.566563,101,322.043495
152.382191,102,322.324751
181.107981,101,322.587825
213.018209,101,322.839939
110.515139,101,323.11232
121.822982,102,323.371853
211.634396,101,323.613848
181.44977,102,323.863418
200.184877,102,324.136536
203.282633,103,334.115445
131.249383,101,334.383823
174.192227,102,334.663353
102.621005,102,334.926161
102.101431,102,335.186966
176.283114,102,335.451946
137.923671,103,335.733006
221.970316,102,335.984827
107.970156,101,336.241803
113.352945,102,336.507593
150.788171,102,345.694634
200.898588,103,345.970774
247.246106,101,346.238373
165.51324,101,346.493844
117.120329,101,346.760806
176.021327,100,347.029465
176.207551,101,347.293865
164.571092,101,347.549292
99.41996,100,347.813727
150.502232,101,348.098176
