#{"t_start": 1785244235.4362354, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-267.889374,135,0.9564
-244.193394,127,0.971845
-140.076364,144,0.988846
-385.299776,87,0.999054
-252.293283,131,1.015122
-106.458123,154,1.033457
-337.208551,92,1.044299
-199.718884,150,1.061865
-165.513357,161,1.081176
-42.143509,85,1.091162
-349.99975,107,1.103725
-133.848449,106,1.116723
-217.962694,124,1.132348
-439.361514,88,1.143183
-343.786496,193,1.165811
-241.823425,98,1.177397
-59.819007,128,1.192824
-332.472147,93,1.203826
-415.865449,87,1.2139
-118.469106,115,1.227207
-166.473784,150,1.245042
-122.033426,65,1.25273
-105.146105,113,1.265882
-75.330238,92,1.276507
-55.814648,80,1.28699
-83.959844,84,1.297076
-252.664973,87,1.307439
-241.363784,88,1.317962
-293.124912,116,1.331897
-185.054807,117,1.346036
-272.549773,105,1.358668
-287.0124,100,1.370334
-64.3932,89,1.381455
-95.230964,118,1.395575
-142.583643,135,1.411011
-376.975701,98,1.422994
-194.347845,71,1.432093
-381.285928,86,1.442083
-385.436518,115,1.455583
-266.959489,110,1.468551
-183.896094,131,1.484197
-436.799371,111,1.497082
-375.349758,190,1.519377
-355.493709,104,1.531514
-149.247954,124,1.546503
-340.646249,98,1.558213
-252.396708,86,1.56834
-558.301871,143,1.584958
-229.497753,130,1.600709
-313.849472,98,1.612145
-28.703322,87,1.622598
-411.58682,83,1.632336
-54.419467,68,1.640975
-381.22632,98,1.652605
-82.813695,90,1.663112
-77.127947,71,1.671582
-420.691737,190,1.694011
-408.223198,147,1.710965
-251.976946,95,1.721918
-157.515125,142,1.738472
-69.472427,145,1.755685
-280.14725,127,1.770378
-442.849561,91,1.780935
-68.363153,161,1.799836
-123.194396,170,1.819879
-375.02673,127,1.834734
-143.686783,117,1.848562
-160.674785,99,1.860018
-85.887429,98,1.872117
-93.591585,75,1.881069
-227.083411,80,1.890512
-104.829638,86,1.900551
-273.806576,108,1.913332
-247.10655,144,1.930089
-131.095699,132,1.945286
-330.832246,94,1.956291
-382.704788,75,1.965895
-142.788471,84,1.975914
-215.260743,97,1.98734
-90.030791,132,2.002889
-262.490306,137,2.019355
-94.668216,110,2.032037
-400.711396,110,2.044959
-321.156702,95,2.056015
-297.090768,185,2.078043
-327.816782,101,2.089835
-167.951833,135,2.105927
-247.101734,84,2.115721
-460.473703,150,2.927312
-209.245096,120,3.501613
-164.920621,96,3.967213
-86.871655,176,4.819435
-280.242742,210,5.833444
-102.254102,289,7.21727
-82.255078,152,7.946399
35.910686,199,8.903922
152.371033,738,12.419291
10.425569,1000,17.21993
210.540555,525,19.740124
187.533442,821,23.271364
36.064165,367,24.785627
44.977042,928,28.872071
11.885015,187,29.777883
-33.113936,173,30.609686
212.104029,502,33.041157
141.963687,517,35.525133
-74.278159,373,37.077051
-141.91624,381,38.661424
-21.921061,297,39.890893
-79.033065,338,41.286937
202.430982,491,43.322595
-88.62527,470,45.307498
16.630397,1000,51.507013
-37.738474,1000,55.657851
214.97986,360,57.15781
125.358346,856,60.704241
-222.826568,593,63.169152
278.529477,623,65.753188
-24.571677,1000,69.894748
305.653433,212,70.774149
288.291787,244,71.794248
-40.771822,461,73.715386
14.768368,298,74.953524
252.418038,412,76.669636
236.307597,399,78.328268
237.998353,386,79.926534
258.375388,365,81.451
218.987332,339,82.851864
223.919055,418,84.581112
209.179493,360,86.085277
228.931574,478,88.054961
228.754164,388,89.655889
289.997575,233,90.626512
243.660015,422,93.844463
226.672458,492,95.936048
236.020334,369,97.470699
226.212914,320,98.803257
219.366686,537,101.032906
196.354043,516,103.181472
262.136845,273,104.310649
220.004293,321,105.636019
254.430179,254,106.684776
283.071013,347,108.11695
161.638673,333,109.499375
266.891153,294,110.72061
219.18801,263,111.807588
41.168865,137,112.374191
262.175189,231,113.335521
197.861119,275,114.478316
-193.278177,264,115.572916
246.371574,216,116.474735
255.602129,313,117.767894
266.287917,376,119.327086
-191.255773,599,121.819032
228.430158,300,123.070065
-54.497856,353,124.541425
243.922759,213,125.419792
276.474347,183,126.182588
234.077239,218,127.086617
277.424384,240,128.08534
262.899077,351,129.548613
262.297018,335,130.940308
228.422209,261,132.023275
182.05158,386,133.63193
250.926497,340,136.232483
-103.183209,280,137.40036
259.436223,266,138.513263
244.127671,315,139.822934
-261.78165,279,140.987121
26.959724,128,141.52336
220.318202,238,142.517647
242.350662,379,144.092954
229.034934,217,145.004046
232.311558,213,145.889776
-102.159181,350,147.35238
-6.879078,174,148.077376
295.595705,322,149.41919
272.148813,166,150.105545
-214.272372,401,151.7781
193.442637,466,153.710706
265.603729,293,154.9358
233.766727,322,156.281577
240.447764,394,157.920561
263.731883,219,158.832555
217.24266,372,160.382212
-239.029351,314,161.69718
240.729098,264,162.798341
215.042798,542,165.06107
273.225839,393,166.701488
228.612134,253,167.751357
224.082366,254,168.898392
277.001263,440,171.001052
256.910844,508,173.454258
275.046316,265,174.733555
255.423743,293,176.149281
230.415157,220,177.216094
266.002233,260,178.477914
250.038844,410,181.917239
268.549086,257,183.145311
257.663677,298,184.563509
251.753051,216,185.615588
251.738255,195,186.547409
260.101982,342,188.185889
222.411323,331,189.775524
256.680428,222,190.839068
234.874855,225,191.919208
232.568869,284,193.101005
228.974112,655,195.811408
274.820719,225,196.748625
266.599638,289,198.010902
236.13641,280,199.176885
241.839243,321,200.513322
202.579016,507,202.623269
248.954877,334,204.014832
251.719088,235,204.994857
260.270387,345,206.432609
251.492946,305,207.714886
223.512228,244,208.733593
237.169055,773,211.965975
243.758851,242,212.972393
271.638091,406,214.660385
238.701262,247,215.694327
-184.604353,570,218.068883
168.515347,316,219.390614
266.438079,261,220.474783
270.821517,348,221.92483
256.877491,273,223.060188
285.158778,249,225.371734
236.048333,302,226.626228
274.166921,374,228.180897
236.214543,268,229.298835
279.261262,309,230.587871
256.743136,320,231.92299
215.297057,275,233.077375
250.463124,280,234.244669
256.387268,282,235.416082
273.088376,624,238.027364
250.256882,277,239.181023
278.535071,261,240.264763
258.092161,279,241.425821
246.065257,339,242.839575
268.46133,249,243.876894
283.211146,322,245.2175
224.326445,326,246.572645
262.816259,288,247.772784
273.992289,302,249.020952
258.929672,319,250.49896
231.289358,611,253.43152
227.465918,299,254.798334
275.460524,314,256.107118
198.384752,399,257.782088
249.813315,308,259.069458
243.867972,292,260.288803
26.737193,230,261.244784
255.019642,295,262.488682
244.630489,333,264.108335
227.954161,285,265.481434
255.53073,248,266.6624
264.83095,327,269.37675
257.262826,276,270.706366
229.100238,281,272.064542
263.524892,267,273.35056
242.444785,279,274.698457
227.455242,272,276.002478
217.134763,254,277.215762
222.88003,357,278.929437
227.165765,280,280.271694
249.408672,328,281.853842
264.853323,271,283.157816
234.284815,289,284.546129
274.53847,233,285.67191
245.802393,583,288.494111
285.041361,319,290.014845
268.982956,296,291.435663
223.297701,277,292.756447
213.178089,442,294.883443
4.562337,172,295.712348
210.116418,255,296.942918
270.983847,356,298.65974
237.672729,236,299.801381
240.20039,671,303.027875
283.415436,315,304.546363
266.76623,371,306.333865
241.442304,203,307.311958
274.676787,253,308.54057
285.666271,215,309.582356
276.647713,295,311.00421
282.285936,309,312.491324
205.260128,468,314.754652
280.176011,159,315.522935
274.566853,259,316.75543
268.630799,244,318.655616
272.123787,248,319.689014
256.613706,379,321.263109
293.810423,311,322.579515
277.818536,246,323.601423
238.787654,200,324.436094
236.72479,360,325.933561
277.915141,179,326.675083
284.435494,221,327.592181
281.531813,172,328.309469
291.481222,270,329.430007
217.243164,225,330.363971
273.807251,234,331.336546
272.65821,243,332.347237
270.304307,222,333.272207
219.962952,246,334.297669
252.035175,258,335.372089
226.589132,227,336.322354
274.404862,246,337.352196
254.00336,187,338.13659
242.363797,158,338.79702
252.732843,181,339.551225
266.910001,198,340.377188
284.223836,186,341.154018
232.242904,190,341.948088
262.310876,256,343.01719
228.25251,255,344.076595
259.184817,244,345.092745
284.831004,243,346.104689
283.731455,212,346.991639
281.664059,236,347.972445
239.780966,211,348.851557
235.498104,205,349.704591
262.115209,186,350.475191
272.637443,247,351.505226
296.099259,246,352.525968
267.740502,199,353.353466
262.569931,251,354.400754
191.600028,474,356.375747
299.630333,285,357.562309
264.595237,203,358.409774
244.281232,214,359.305335
261.659344,269,361.257454
276.943772,308,362.537868
244.131536,196,363.355408
266.171003,204,364.204477
267.425392,239,365.200592
237.868532,325,366.554838
263.996834,210,367.428918
264.489531,183,368.191496
-3.892292,109,368.646201
271.627533,175,369.43385
246.002783,188,370.217523
251.723974,207,371.08054
258.62708,462,373.007323
308.921477,303,374.268147
231.243227,194,375.071501
280.158183,236,376.04994
261.262629,242,377.052162
306.014389,244,378.072715
175.051444,662,380.823311
227.026704,186,381.600636
287.419957,214,382.49239
258.420551,219,383.412103
274.737121,185,384.21225
186.103866,436,386.030211
254.58129,213,386.913209
277.991807,199,387.742344
19.942096,95,388.146477
261.959023,263,389.243058
245.816266,225,390.177795
271.594251,326,391.537604
218.977639,331,392.921293
250.63056,342,394.350648
278.945153,194,395.158492
245.089598,222,396.084517
189.2208,400,397.756439
251.580677,245,398.779338
272.920243,226,399.720685
257.164711,200,400.55594
244.232123,238,401.549635
241.354836,232,403.43419
286.602109,233,404.400372
280.857883,304,405.665984
263.909051,215,406.685397
256.670605,189,407.526224
255.633999,219,408.484006
281.830169,187,409.261269
246.582141,262,410.354205
254.131596,240,411.354784
281.031286,209,412.224563
240.695192,213,413.109764
226.459248,187,413.889098
259.711074,262,414.979174
228.10109,254,416.037845
267.31804,188,416.82567
257.381839,212,417.709386
252.927791,221,418.631804
230.304154,220,419.546574
257.496645,189,420.332942
260.444213,305,421.609225
294.055914,262,422.698806
254.051146,238,423.72737
303.006615,220,424.658913
271.667578,362,426.169019
261.433782,203,427.017121
263.081886,218,427.924974
226.0148,285,429.111448
276.190507,241,430.120587
233.436004,305,431.399834
257.435385,210,432.271484
271.927313,251,433.31634
291.838462,244,434.336654
256.248373,209,435.207266
275.274115,341,436.630811
238.490395,234,437.604152
270.031938,267,438.725076
247.955292,198,439.558346
280.577442,312,440.905914
219.744102,233,442.039279
276.037818,221,443.102343
225.933423,196,444.055385
278.49656,229,445.158619
278.978562,325,447.58703
236.044834,246,448.771829
270.772043,334,450.388315
276.865194,301,451.842457
278.163644,299,453.285722
244.363928,241,454.450734
260.291936,213,455.474564
267.55846,307,456.961423
237.487951,243,458.13853
242.352574,187,459.044214
259.255836,192,459.973495
220.954831,464,462.230706
243.145746,177,463.086673
