#{"t_start": 1785250838.7430387, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-331.80247,131,1.078703
-114.787177,119,1.229358
-67.50203,100,1.365517
-298.58632,126,1.509785
-160.150458,124,1.659119
-59.806829,80,1.745214
-251.523316,83,1.838059
-387.654811,209,2.098483
-150.255688,109,4.255194
-147.360474,104,4.3881
-391.439425,98,4.526063
-154.016389,113,4.682372
-150.923525,107,4.825301
-346.430731,73,4.92369
-66.977323,156,5.136795
-200.245026,124,5.301924
-443.057233,123,5.468195
-207.961742,105,7.785293
-167.325789,128,7.967997
-89.772773,114,8.125416
-40.464527,79,8.234639
-73.663936,114,8.382743
-244.428568,129,8.551464
-95.865975,153,8.752302
10.528889,143,8.959359
-79.582953,88,9.084623
-129.211577,163,11.341459
-76.22704,85,11.457389
-54.3857,67,11.54881
-490.430905,132,11.728575
-107.519778,128,11.898553
-55.754401,86,12.021869
-78.332341,134,12.196618
-156.856708,215,12.500455
-236.00862,155,14.963276
-63.784113,115,15.126035
-14.830285,131,15.298916
-143.450874,321,15.71858
-86.280954,170,15.947068
-144.720664,184,16.196486
-31.301249,163,18.453721
-57.810483,109,18.600262
-218.437507,144,18.794098
-51.724186,109,18.938091
-108.884769,214,19.229064
-34.875426,99,19.366915
-5.865146,147,19.572683
8.138302,149,22.006656
-69.119892,204,22.274521
-33.804157,122,22.444462
-53.639288,164,22.663074
-22.697714,94,22.781981
-33.578165,119,22.943235
-88.721053,142,23.14107
-60.342792,160,25.429647
-84.011968,133,25.617752
-16.120284,184,25.878859
-76.9851,138,26.074263
-46.979998,249,26.406582
-47.93754,96,26.541294
10.7308,166,29.117172
6.567931,147,29.314753
-27.665358,131,29.49609
-69.315427,141,29.680305
-6.454878,165,29.907413
21.056684,100,30.041672
-58.477347,182,30.291059
-24.921412,179,32.562582
0.61919,140,32.749937
-6.755727,149,32.959476
-30.435837,1000,36.722077
14.718464,118,36.891815
2.437206,1000,40.356694
-137.062791,548,41.086025
2.339598,171,43.85423
-73.491316,215,44.15013
25.545345,1000,47.521708
6.334761,1000,51.401236
62.516019,153,51.608419
29.945158,1000,55.036299
104.8855,1000,58.914855
-14.066631,144,59.117421
78.476661,1000,62.536652
43.84382,1000,66.467921
68.54178,1000,69.857187
25.866151,206,70.135951
51.321449,368,70.666246
40.543705,166,73.368143
61.849424,1000,76.777275
85.344338,1000,80.817091
92.581776,1000,84.181192
92.968608,1000,88.046375
127.16785,1000,91.399274
94.241999,1000,95.317101
118.315073,1000,96.667345
134.882672,1000,99.987817
101.277712,1000,103.919128
125.45122,1000,107.33553
115.028351,1000,111.17195
158.927548,1000,114.513071
163.681421,1000,118.27745
156.788601,1000,121.681513
104.227606,1000,125.540201
-1.376638,156,125.753845
120.08732,1000,129.124714
122.546219,1000,132.947134
131.216006,1000,136.248727
155.531352,1000,139.944213
127.764009,1000,143.343624
148.726967,1000,147.092127
155.882053,1000,150.471123
159.386871,1000,154.260526
134.528222,1000,157.592202
181.285902,1000,161.488047
161.691302,1000,164.878112
174.510168,1000,168.711078
140.673421,1000,172.095605
149.856925,1000,175.916439
157.411583,1000,179.327763
134.177043,1000,183.148381
137.626216,1000,186.508854
134.320386,1000,190.295496
176.193828,1000,193.703726
147.490366,1000,197.601655
171.8239,1000,200.95622
190.914288,1000,204.852574
120.698329,1000,208.229104
48.850248,147,208.423213
205.759116,491,211.592915
159.75085,1000,215.036212
166.539961,1000,216.415875
148.957122,1000,220.198987
170.721049,1000,223.559998
56.400809,168,226.33198
145.976068,1000,229.819686
