#{"t_start": 1785251080.892229, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-376.542317,92,1.125997
-103.420751,99,1.256186
-229.263802,112,1.39274
-300.325259,124,1.538524
-608.049298,133,1.707978
-309.850575,83,1.790842
-206.615858,132,1.92271
-149.949992,82,2.010752
-351.21021,102,2.142781
-159.875247,233,4.470031
-17.240609,97,4.600592
-321.621309,95,4.725248
-124.775444,92,4.851261
-253.953057,141,5.03938
-319.400554,126,5.190502
-316.588995,125,5.353894
-367.899227,119,5.507991
-397.448896,116,7.85664
-62.435716,111,8.012585
-47.683716,93,8.142553
-239.188481,111,8.296468
-97.598679,110,8.44031
-175.642248,165,8.65644
-66.130563,136,8.831774
-82.281943,113,8.987026
-131.904391,116,9.143694
-17.975004,95,11.267617
-485.903917,125,11.431796
-79.564858,104,11.563105
-36.892219,95,11.68116
-21.503008,113,11.828639
-13.865172,168,12.046501
-82.1991,91,12.168463
-124.761771,91,12.291844
-210.468317,139,12.479139
-181.78235,171,14.874483
-59.879509,84,14.987806
-74.537862,99,15.122899
-77.820492,97,15.254031
-139.977243,104,15.400769
-63.570403,149,15.606208
-60.440606,92,15.730953
-136.529488,109,15.870736
-25.807209,106,16.019044
-51.294386,177,18.242995
-68.082496,97,18.376401
-144.455315,108,18.518757
-10.571341,123,18.681691
-61.908511,137,18.869074
-60.644064,72,18.957522
-57.384158,110,19.095269
-57.067631,128,19.277899
-69.837626,74,19.380232
-19.183837,155,21.776028
-36.570102,158,21.985002
-68.909892,219,22.277964
-37.909506,142,22.472319
-42.891958,128,22.634465
-61.566276,140,22.825378
-68.068488,175,25.081006
-92.08694,89,25.202171
-82.309158,173,25.433844
-26.778797,124,25.59149
-61.857267,160,25.813234
-41.458636,128,25.980105
-23.242911,96,26.105213
-49.510655,118,26.269378
-44.256565,193,28.775982
3.422277,128,28.957996
-24.637645,137,29.145964
-78.971906,190,29.404494
-50.258444,144,29.592971
-170.631114,176,29.833568
-18.897446,162,32.036104
-28.205267,129,32.213938
0.04349,102,32.355463
-26.716589,107,32.498456
-59.29642,99,32.633746
-32.765181,148,32.843131
-62.088216,153,33.054841
-11.035164,141,33.250603
-20.310548,97,33.376511
-75.590459,152,35.837041
-34.973875,79,35.941092
-38.248452,167,36.164959
-50.375745,102,36.297673
1.654393,91,36.420401
-40.979054,134,36.596111
-21.405365,132,36.779859
-47.394703,118,36.94434
-37.53221,111,39.104805
2.792448,126,39.276407
-17.183586,164,39.506319
-34.490864,150,39.710797
-20.155442,117,39.869536
-24.283857,135,40.064481
11.358634,81,40.185568
-35.231501,114,40.345114
25.597896,100,42.995438
-34.394271,149,43.201638
23.374006,133,43.380949
-33.697524,113,43.529777
46.262225,1000,46.916032
16.832287,1000,50.662449
31.223392,163,50.89108
-8.420066,123,51.064939
-44.398115,132,51.241683
23.762549,155,51.454742
-10.919168,174,53.691047
-21.566968,1000,57.534227
-11.621176,113,57.690048
48.196508,157,57.90626
45.690746,1000,61.27841
11.417267,111,61.431041
90.364526,1000,65.290491
-5.371564,1000,68.673275
92.676227,1000,72.487538
124.174165,1000,75.801593
17.997954,118,75.954685
84.359279,155,76.153104
113.86556,1000,79.946875
-5.276842,1000,83.30141
121.539204,1000,87.114893
5.998608,156,87.335569
11.608253,170,87.574649
120.110167,1000,90.965212
119.867535,1000,94.85396
91.14014,1000,98.235941
103.269162,1000,102.050268
148.031292,1000,105.412812
144.643568,1000,109.194864
51.359654,1000,112.605601
89.628943,1000,116.689637
144.086336,1000,120.086203
135.994046,1000,124.023023
158.598096,1000,127.370214
138.843594,1000,131.280854
138.512889,1000,134.654843
148.843594,1000,138.648252
152.803095,1000,142.152833
16.949567,216,142.425157
141.885659,1000,146.34293
188.26493,1000,149.666147
145.947803,1000,153.691711
51.802692,244,154.033948
120.518889,1000,157.433985
126.211397,1000,161.444743
145.176889,1000,164.814913
146.100233,1000,168.824923
170.309269,1000,172.19846
142.691466,1000,176.186374
127.276088,1000,179.526293
154.069546,1000,183.506707
54.59461,231,183.822765
137.517339,1000,187.187966
155.266847,1000,191.12959
133.008014,1000,194.578752
164.173966,1000,198.493927
179.648304,1000,201.864957
152.234484,1000,205.783029
155.01246,1000,209.177361
156.521183,1000,213.031192
156.778906,1000,216.410603
161.257861,1000,220.271843
178.468839,1000,223.6059
144.485269,1000,227.432969
146.163196,1000,230.770439
