#{"t_start": 1785196543.6426518, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-81.197509,133,1.059963
-303.338586,122,1.178812
-452.37349,104,1.280704
-160.803737,103,1.392572
-454.741325,84,1.484367
-354.112306,96,1.588939
-133.105808,109,1.688981
-44.514983,73,1.756078
-297.370455,91,1.826194
-185.802978,84,1.909911
-97.757487,117,2.023985
-217.215521,108,2.130518
-140.591905,84,7.727317
-182.910206,168,22.965764
-47.940224,1000,113.880579
34.028634,1000,205.140718
128.313478,944,292.666901
0.961824,1000,387.274512
219.255581,426,425.973839
-26.870606,1000,520.344038
-49.037853,1000,614.661846
-20.997129,1000,708.275362
-4.23824,1000,798.811558
-2.610362,1000,892.697639
-13.24435,1000,987.160464
3.061006,1000,1080.299396
197.293481,665,1140.857241
212.978389,457,1185.159815
-37.934592,1000,1275.029974
-14.977853,1000,1369.514839
237.442805,522,1419.867228
213.183685,437,1458.960669
158.749323,372,1492.824585
181.010034,821,1571.065861
219.388433,250,1593.883258
259.248504,468,1639.295551
239.589076,419,1677.462449
-45.787073,1000,1770.566234
170.10685,770,1839.963034
246.00027,402,1877.712804
257.924594,319,1906.283119
267.308189,293,1932.594265
281.688115,288,1958.757901
273.293729,269,1984.582772
241.025175,255,2007.783292
260.718447,277,2032.916115
272.632289,251,2055.501822
298.022378,278,2080.671626
256.253788,297,2108.757173
256.023257,256,2132.057874
245.69182,268,2156.452298
206.909535,868,2237.508991
268.461849,275,2262.518738
252.816349,356,2294.815863
271.838806,281,2321.461796
258.881366,183,2338.117133
199.104714,301,2365.124788
242.704154,210,2384.256851
285.795031,243,2406.37772
292.482716,286,2432.389994
250.68025,245,2455.657555
283.805531,270,2480.056727
260.698984,196,2497.892494
265.621002,279,2523.316716
310.043039,230,2544.18912
282.407703,258,2568.146243
307.260983,299,2594.883697
264.696284,204,2613.460655
223.737428,762,2683.564602
233.181277,263,2707.514623
246.377421,219,2727.479479
125.402979,1000,2818.910815
249.545211,199,2837.027122
285.720775,236,2858.461482
249.691591,208,2877.116464
279.497531,208,2896.640676
280.842049,220,2916.251472
241.714725,213,2935.605465
235.94388,207,2954.394633
269.943191,293,2981.038812
270.184184,185,2997.922764
281.337923,280,3024.225368
268.460077,205,3042.88591
268.709442,218,3062.702793
247.470864,215,3082.042833
291.138477,260,3105.080613
298.20881,252,3128.468153
251.085469,200,3146.651348
239.189914,216,3166.348575
293.993912,218,3185.964216
283.675511,238,3207.626061
268.775867,206,3226.383506
280.496853,263,3251.155102
265.200071,221,3271.254686
271.861978,310,3299.51608
262.342408,217,3319.260463
305.060391,230,3340.222197
243.920388,211,3360.307068
270.772862,211,3379.503896
255.354722,240,3401.354737
266.055128,218,3421.202805
288.172545,370,3454.907373
280.071039,403,3492.488016
283.276756,240,3514.343733
277.67422,237,3535.969748
243.547698,236,3557.395519
290.478596,203,3575.798222
276.68055,408,3613.732354
308.100555,273,3638.590044
293.201232,209,3657.656189
288.014816,232,3678.783772
295.416828,211,3698.560135
290.527995,257,3721.95443
265.915718,227,3742.347613
272.036366,234,3763.367503
256.295765,260,3786.878702
246.805211,223,3807.967496
277.719976,266,3832.179936
256.818594,184,3848.953832
254.833377,218,3868.805396
237.539577,247,3891.281789
302.4385,233,3912.517958
299.934461,229,3934.19556
287.884022,210,3953.300289
269.347182,174,3969.148612
252.091223,240,3990.97199
242.961009,208,4009.898844
261.848146,206,4028.161338
284.570363,247,4051.333251
260.107231,185,4068.15215
266.27752,190,4085.343052
260.146152,233,4106.491304
238.854335,202,4124.889894
314.691548,270,4149.880572
249.864355,544,4199.280196
287.652963,237,4220.532293
286.456989,233,4241.6144
304.870127,235,4263.741838
302.560293,219,4283.674437
218.450349,481,4327.285392
276.793623,278,4352.58434
308.247896,266,4377.534336
274.088842,196,4395.339633
287.656932,223,4415.340513
280.333779,201,4433.622744
293.090514,210,4452.400301
257.961324,180,4468.442565
252.202281,183,4485.103078
262.271192,196,4503.693518
242.821951,183,4520.387918
244.094213,200,4538.290856
295.151831,225,4558.006695
255.294104,391,4592.896772
255.491677,194,4611.238744
290.861547,239,4632.972605
286.860699,213,4652.361257
262.778414,171,4667.895701
295.127958,203,4686.340055
298.41255,240,4708.206399
291.548287,224,4729.197193
138.944642,1000,4820.183066
299.697954,202,4839.58175
264.814754,226,4860.173598
309.141157,238,4881.788671
255.556557,190,4898.688662
278.267632,207,4917.070683
268.753361,227,4937.271513
302.174682,251,4960.41463
276.971599,250,4982.860818
264.266308,195,5000.570193
246.49436,253,5023.583565
292.292222,196,5041.379104
282.757441,202,5060.757941
282.919741,223,5080.846788
273.787255,197,5098.618277
291.027807,216,5118.273625
259.782071,214,5137.565555
304.371347,238,5158.855314
266.135997,173,5174.99274
272.051451,204,5193.278836
309.536082,235,5214.664327
296.918252,242,5236.718236
299.909473,219,5256.634787
255.039255,183,5273.310395
234.845802,180,5290.134203
272.562009,165,5304.666462
242.325346,185,5321.175856
259.613606,229,5341.885167
255.091087,173,5357.662587
308.883768,228,5378.385675
264.677058,198,5396.421673
258.950197,200,5415.384133
254.587783,170,5430.856614
283.690862,212,5450.133974
242.473233,178,5466.318673
264.404926,205,5484.956642
315.916362,207,5503.782771
250.405161,177,5520.691002
271.391398,170,5536.165045
299.878593,220,5556.218309
266.671467,184,5572.961188
249.619363,181,5589.408903
302.295027,222,5609.561449
