#{"t_start": 1785162490.7984889, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-81.197509,133,1.43405
-303.338586,122,1.521323
-452.37349,104,1.606473
-160.803737,103,1.675982
-454.741325,84,1.733446
-354.112306,96,1.797239
-133.105808,109,1.874812
-44.514983,73,1.927629
-297.370455,91,1.990817
-185.802978,84,2.056324
-97.757487,117,2.140682
-217.215521,108,2.216162
-129.35655,87,4.776059
-163.89122,988,40.362906
-219.089155,253,50.717234
-311.397936,223,58.874407
-103.553522,1000,95.586638
-93.810343,1000,132.141059
-21.038367,148,137.444404
-80.356225,1000,175.224447
-77.079296,1000,214.227466
11.620813,158,219.994819
24.547587,160,225.862924
-225.217813,665,252.963809
-120.223454,208,260.489573
-170.818801,544,280.388469
8.097456,1000,317.224786
-39.754874,1000,356.889101
-45.281404,1000,392.935132
-35.741697,486,410.630719
-31.952571,1000,450.582731
-37.713469,1000,489.743563
-170.754545,87,492.803021
10.803186,1000,531.447347
-5.163469,147,536.844927
-169.824509,877,571.44191
-27.822493,1000,608.071792
20.608238,91,611.387471
214.852636,475,629.433731
-146.122369,120,633.584879
-204.295847,259,642.186316
-160.116901,93,645.403619
40.280609,95,648.636513
-162.727134,86,651.804995
-278.350817,91,655.063196
-113.826063,101,658.376156
-62.419184,112,662.842829
-87.724153,220,670.892354
-42.97836,153,676.497942
159.809886,984,713.719626
-179.657456,692,738.981685
172.656733,695,766.387762
-120.16895,88,769.621979
-147.735498,1000,807.157718
274.977681,372,820.225021
247.877537,411,835.299212
270.174782,404,850.468277
214.297261,415,865.595059
-220.411905,376,879.298581
239.946697,321,891.075148
209.585928,539,912.26206
133.601946,849,944.62639
-72.269652,137,949.67405
-40.689635,1000,985.937943
234.159703,243,996.477306
246.208445,272,1006.429168
238.637868,322,1018.103101
211.071629,440,1034.248889
237.959289,456,1052.333466
-439.940431,760,1079.785534
229.689893,332,1093.979453
241.000229,332,1105.546571
225.395256,410,1119.806757
233.314777,456,1138.160891
258.222514,267,1147.944364
237.430137,240,1156.860193
228.275722,263,1166.555788
222.34574,309,1179.400696
266.286906,222,1187.554146
272.161923,283,1198.097829
217.12953,231,1206.654578
-9.192246,1000,1245.05788
279.830876,289,1255.619241
263.388412,294,1266.026305
255.094381,226,1275.054471
170.589004,701,1300.3462
213.104022,494,1318.858479
268.448102,290,1329.499624
238.25303,234,1337.907004
308.577483,208,1345.356113
264.363458,292,1355.84714
232.6399,239,1365.754784
257.319254,274,1375.564196
250.501526,292,1386.306468
265.501347,353,1399.095444
-202.282988,727,1427.049347
280.111843,348,1439.587098
297.182032,288,1449.989899
266.821988,288,1461.471169
54.022282,176,1467.927235
177.413013,846,1498.915502
269.696568,311,1511.398162
260.880941,282,1521.346068
257.702532,280,1531.254795
188.435651,405,1546.062434
198.876906,804,1575.768786
261.766997,297,1586.412546
261.932784,254,1596.663239
261.550167,254,1605.418072
268.671859,284,1615.852772
256.217094,288,1626.40539
245.74872,249,1635.569014
248.578426,199,1643.710922
260.997158,264,1653.36766
271.838541,241,1662.235414
297.673778,339,1674.675118
302.126975,271,1684.519374
262.558124,245,1694.41354
288.582108,225,1702.442807
267.793919,227,1710.792738
281.47417,267,1720.590716
275.985143,274,1730.666575
275.017847,260,1741.097527
296.717048,302,1752.089265
282.27703,245,1761.040854
284.785224,302,1772.020906
265.766873,229,1779.676361
279.399997,251,1789.222031
275.359283,189,1796.13937
276.248661,248,1804.972754
305.020225,238,1813.596997
276.549965,202,1821.024034
282.937052,258,1831.968525
284.716302,235,1840.556576
273.607058,227,1848.817096
246.108691,358,1861.920604
249.386693,245,1870.808776
235.390255,222,1879.854617
264.824236,206,1887.309154
272.026755,258,1896.729492
271.788089,217,1904.720905
268.996378,196,1911.950524
267.339951,218,1919.815472
274.732327,243,1929.557131
255.539738,285,1939.834271
249.893806,264,1948.873101
266.516564,195,1955.647896
269.470352,210,1963.012145
266.795911,197,1970.977804
283.989187,345,1983.450254
258.791127,202,1990.789546
268.07723,303,2001.923877
241.122991,208,2009.212843
274.601587,396,2024.59558
277.890078,332,2036.726135
275.226531,287,2047.217804
297.986577,307,2059.447612
275.977613,361,2072.684277
252.144569,200,2080.008626
269.388331,381,2093.992887
251.252805,205,2101.513199
40.802621,301,2113.553074
276.745911,359,2126.771551
270.776742,368,2140.186242
253.004676,302,2151.229534
237.484455,293,2162.728549
265.214964,204,2170.277539
242.938892,209,2177.905292
20.590999,1000,2215.514105
284.774081,261,2225.104346
267.224439,286,2235.667861
273.63445,261,2246.347855
270.579908,231,2254.812036
286.880251,326,2266.706726
265.922414,235,2275.374013
294.969924,260,2284.308667
