#{"t_start": 1785194095.1322248, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-81.197509,133,0.893322
-303.338586,122,0.977867
-452.37349,104,1.055939
-160.803737,103,1.120862
-454.741325,84,1.174056
-354.112306,96,1.252178
-133.105808,109,1.329551
-44.514983,73,1.379802
-297.370455,91,1.445774
-185.802978,84,1.503636
-97.757487,117,1.584535
-217.215521,108,1.664414
-138.929688,90,4.493055
-43.740599,192,11.709072
-63.437346,1000,52.583045
-100.338643,310,64.249658
-110.290971,451,81.226541
-74.996031,1000,121.389045
-23.594966,1000,162.107442
-43.224673,1000,203.425045
-19.281664,1000,239.855318
-11.323444,1000,279.206554
-15.911289,1000,318.084951
-27.192941,1000,357.228398
-28.25269,1000,397.587646
24.539743,1000,433.707687
-199.035415,94,437.20595
-33.808645,1000,477.880682
16.320914,1000,517.291369
19.323773,1000,558.322572
-14.896735,1000,599.07453
-5.776948,1000,636.363522
-0.858752,1000,676.990374
11.75364,1000,717.400325
-19.960688,1000,758.214003
-14.041656,1000,798.952999
16.797503,1000,836.021154
-2.775244,1000,876.815398
11.77084,1000,917.843523
23.763588,1000,958.85384
37.780191,1000,999.11079
-34.549759,1000,1036.042794
63.202231,1000,1077.01456
-7.668757,1000,1117.075651
21.228492,1000,1158.258487
169.660757,916,1196.298217
-16.609531,1000,1233.636858
-20.482702,1000,1274.293963
32.847221,1000,1313.570942
30.856502,1000,1353.820327
-34.065769,1000,1394.720583
-33.532419,1000,1432.07599
-35.652027,1000,1472.873484
11.141057,1000,1513.111917
-5.064995,1000,1553.592821
45.822736,1000,1594.84858
-12.270138,1000,1632.381324
24.62808,1000,1673.401905
-24.425084,1000,1713.373899
-13.591682,1000,1754.431759
-26.519654,1000,1794.315913
33.92836,1000,1831.78483
21.676938,1000,1872.708056
10.88768,1000,1912.845547
30.69438,1000,1953.582821
-29.379006,1000,1993.801558
-26.031511,1000,2031.17751
8.648817,1000,2071.86444
25.331075,1000,2112.947909
42.509286,1000,2154.077608
-8.058935,1000,2195.072984
-5.482645,1000,2232.459195
9.035291,1000,2273.085061
44.897193,1000,2313.458843
45.58896,1000,2353.864738
209.162591,515,2372.136513
41.557371,1000,2413.205702
