#{"t_start": 1784552073.4804254, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-299.101916,184,0.870092
-300.20797,95,0.88164
-372.857474,127,0.89664
-276.995396,99,0.908503
-57.076306,96,0.921427
-130.818368,99,0.934164
9.14024,86,0.944715
-138.232885,114,0.959116
-47.726516,111,0.973119
-388.648298,104,0.98543
-161.35211,100,0.997207
-71.679198,78,1.006585
-154.198073,79,1.016388
-360.613146,87,1.026886
-195.628627,102,1.039126
-324.137631,75,1.048134
-534.814935,91,1.059673
-75.892773,96,1.071574
-87.01097,100,1.083598
-138.483835,94,1.094823
-122.596768,152,1.113432
-64.361854,98,1.12606
-266.671203,106,1.138633
-171.223913,121,1.152851
-244.981668,104,1.165918
-197.622785,120,1.18016
-212.139346,93,1.191173
-320.665051,99,1.202835
-159.356529,79,1.212995
-206.093546,103,1.226516
-223.365705,182,1.24821
-412.557463,153,1.266672
-259.193587,96,1.278605
-293.212767,87,1.288927
-488.565368,97,1.300335
-292.048255,148,1.317404
-89.378548,95,1.329569
-102.067856,105,1.341882
-74.527834,88,1.352507
-70.026455,79,1.361859
-325.054921,134,1.378168
-71.537139,75,1.387197
-184.398044,92,1.398143
-516.657553,114,1.411513
-245.392701,117,1.426524
-410.635305,138,1.44285
-474.781214,137,1.459141
-479.408191,96,1.470911
-257.253129,97,1.483077
-229.752289,128,1.498975
-256.909269,110,1.512163
-214.58462,112,1.526219
-272.07835,110,1.539948
-116.313705,115,1.553564
-229.411715,111,1.566947
-293.417956,107,1.580959
-228.167823,144,1.599126
-106.95831,151,1.616953
-371.318065,90,1.628005
-399.663967,111,1.641282
-469.522504,126,1.657118
-123.964193,176,1.678337
-463.578583,88,1.688709
-89.631934,111,1.701931
-173.649334,147,1.719887
-108.133159,62,1.727702
-73.295216,158,1.746373
-134.304351,94,1.757584
-386.007655,151,1.7759
-100.749731,115,1.7895
-228.450688,127,1.804357
-405.896732,115,1.818015
-464.711549,83,1.828947
-92.305965,95,1.840194
-352.421754,79,1.849728
-79.824601,73,1.858505
-364.942131,97,1.870902
-434.302847,78,1.880234
-287.079662,183,1.901591
-527.566732,96,1.912928
-518.917792,120,1.928855
-208.402962,149,1.947248
-359.09184,194,1.970687
-223.855205,119,1.984644
-296.546178,116,1.998861
-496.8615,101,2.010854
-93.605435,83,2.020813
-219.488595,120,2.035603
-30.499518,73,2.044937
-314.796324,97,2.056298
-80.93719,82,2.487189
-362.567644,147,3.167238
-138.569342,172,3.882188
-110.660874,125,4.392525
-189.852346,147,4.996093
-179.083141,130,5.526526
29.585806,145,6.124295
-75.224283,524,8.270898
-38.592978,1000,12.411593
97.052842,992,16.478599
-160.408638,610,19.166095
-72.504647,609,22.073582
1.310925,333,23.658789
-79.980786,357,25.359907
44.219673,258,26.584821
-71.245324,425,28.326347
-37.64119,215,29.214682
-108.627972,633,32.21857
-24.768511,314,33.719414
123.376107,817,37.645637
-99.936802,486,39.958875
-151.865689,685,43.236184
-11.82414,223,44.300891
-58.737313,1000,51.977467
-38.189917,616,54.489533
1.960709,1000,58.579814
-42.966107,1000,62.676926
-119.520071,1000,67.023567
-101.857124,633,69.60881
-97.983792,196,70.41712
-78.112258,501,72.456153
154.421891,594,75.051488
45.835328,165,75.829939
-119.045241,751,78.969004
216.537759,531,81.136731
44.532434,182,81.876117
-34.965496,133,82.418951
-298.741456,913,86.137398
-55.834891,1000,90.218455
-82.353342,1000,97.369999
-43.381782,1000,101.452133
-27.281074,1000,105.534301
-41.817571,1000,109.636484
-114.240587,1000,113.888331
-33.683697,1000,118.669305
-25.287667,1000,123.484487
-25.473725,1000,128.283619
-43.188943,1000,133.00593
-96.431871,568,135.361712
22.649439,1000,141.994398
3.773354,1000,146.516576
-26.892714,1000,151.30691
-81.902092,737,154.86263
-11.978261,1000,159.679157
14.122642,1000,164.48171
19.363756,1000,168.800938
4.138131,1000,173.019937
-6.956092,1000,177.134129
-15.538913,1000,181.410254
-35.609194,1000,186.19863
-48.137772,1000,193.901429
-8.973668,1000,198.011031
-40.628648,1000,202.12306
-7.927667,1000,206.236897
75.219089,1000,210.410238
-32.647551,1000,214.521255
126.131903,865,218.28633
-15.417633,1000,222.945994
-182.190677,545,225.568895
-37.142415,1000,230.083147
120.509748,785,236.146107
15.062479,1000,240.714026
-31.607085,1000,245.518839
-49.46622,1000,249.857673
-15.571743,1000,254.343277
11.876412,1000,258.453109
-91.667339,1000,262.568125
-21.597215,1000,266.729296
-33.963455,1000,271.455881
25.056863,215,272.484126
-43.523912,1000,277.247839
-334.72846,611,280.168733
10.269421,273,283.303643
22.434657,135,283.948171
66.369584,1000,288.375851
-21.274739,1000,292.480183
199.210284,728,295.520813
40.390255,1000,300.247674
35.786169,1000,305.045791
14.697385,1000,309.846403
214.891912,582,312.642908
-19.748952,1000,317.476141
23.102027,1000,322.284596
1.889839,226,323.359671
37.406387,1000,328.199391
-43.167034,71,328.540903
-68.35895,74,328.892061
-4.370187,172,331.267905
-51.878889,341,332.910928
-0.48912,139,333.57719
-49.958779,1000,338.275762
-22.648139,1000,342.61139
16.199705,1000,346.791087
165.194626,656,349.935803
208.077121,311,351.431329
-33.103487,1000,356.211176
-187.94027,371,357.994877
-84.248308,115,358.543265
-52.018794,94,358.997646
3.295965,118,359.56187
188.010248,668,362.474131
32.873534,1000,366.819525
-9.434851,1000,371.618054
-31.867684,92,372.058019
3.769397,218,373.110239
-96.642823,93,373.556926
-179.458075,151,374.288282
247.777157,275,375.615301
-219.498569,201,378.109123
-28.162863,104,378.607857
-4.386149,1000,383.403587
-2.410679,155,384.151026
15.57282,1000,388.963351
-1.115457,1000,393.768105
6.080963,1000,398.558144
-31.171619,1000,403.356101
-26.917549,1000,408.147599
-43.697544,1000,412.945596
27.926356,1000,417.510701
-0.867485,1000,421.626148
-11.442915,1000,428.311068
-201.34609,223,429.378201
-157.257861,1000,434.173925
194.801914,458,436.368368
-122.149578,535,438.94067
-274.627881,242,440.106767
-204.143711,305,441.530192
48.040848,1000,445.663825
11.637251,1000,449.765213
3.675817,1000,453.866827
-5.002417,1000,457.98018
-92.719303,1000,462.461466
-26.632853,1000,466.771731
22.093645,1000,473.796714
4.766442,1000,477.926598
237.175483,395,479.555112
-33.665897,1000,483.69213
-32.922965,1000,487.80394
-28.088476,1000,491.930345
250.28457,524,494.096167
-46.622852,182,494.840818
-21.510169,1000,498.959021
-2.312895,1000,503.069494
-26.312771,1000,507.235045
-69.684171,1000,512.019859
48.199785,97,512.479628
-37.901887,1000,520.394396
235.963362,484,522.713298
-70.191093,1000,527.510316
-14.613953,1000,532.315975
-30.596293,1000,537.10317
-76.805239,1000,541.919963
7.291317,1000,546.710279
16.979758,174,547.545331
-78.583128,495,549.912359
11.928617,1000,554.153939
152.470443,879,557.79051
13.115704,1000,562.575719
